bidder_id,payment_account,address,outcome,bid_count,unique_auctions,unique_devices,unique_countries,unique_ips,unique_urls,unique_merchandise,bids_per_auction,ips_per_bid,countries_per_bid,devices_per_bid,time_span,time_mean,time_std,time_diff_mean,time_diff_std,time_diff_min,zero_interval_count,zero_interval_ratio,country_entropy,device_entropy,url_entropy,merchandise_entropy,unique_subnets,subnets_per_bid,burst_max_strip1,burst_mean_strip1,burst_max_strip2,burst_mean_strip2,burst_max_strip3,burst_mean_strip3,burst_max_strip4,burst_mean_strip4,burst_max_strip5,burst_mean_strip5,burst_ratio_strip1,burst_ratio_strip2,burst_ratio_strip3,burst_ratio_strip4,burst_ratio_strip5,merch_auto parts_ratio,merch_books and music_ratio,merch_clothing_ratio,merch_computers_ratio,merch_furniture_ratio,merch_home goods_ratio,merch_jewelry_ratio,merch_mobile_ratio,merch_office equipment_ratio,merch_sporting goods_ratio,top5_country_ratio,log_bid_count,log_unique_auctions,log_unique_ips,log_unique_urls,log_time_span,log_time_std,log_burst_max_strip1,log_burst_max_strip2,log_burst_max_strip3,log_burst_max_strip4,log_burst_max_strip5
8c4b0d95ba36c0ba2a52f9043c62fccev75uu,a3d2de7675556553a5f08e4c88d2c228gr9mc,794abfcfc9a51569c6415a61a319b352n3g75,0.0,554.0,10.0,173.0,3.0,390.0,317.0,1.0,55.4,0.703971119133574,0.005415162454873646,0.31227436823104693,77279842105263.0,9648999080752422.0,22291037077401.305,139494299828.99277,2129598060676.418,0.0,1.0,0.0018050541516245488,0.1478765287887721,6.71442412282482,6.621304245791773,-1.4426951595367387e-09,388.0,0.7003610108303249,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0018050541516245488,0.0018050541516245488,0.0018050541516245488,0.0018050541516245488,0.0018050541516245488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9819494584837545,6.318968113746434,2.3978952727983707,5.968707559985366,5.762051382780177,31.978454262679378,30.73520578882104,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
334714f005e994d46cf4d18093dd4d05fyxc8,455ed978ceed0bbac4b0e47a1472c260jt8lv,4b343e6afa73f58e5da65245169f820aozjms,1.0,378.0,65.0,85.0,23.0,145.0,258.0,1.0,5.815384615384615,0.3835978835978836,0.06084656084656084,0.22486772486772486,76369736842105.0,9643380836953494.0,4740523100530.687,202036340852.12698,2744176224813.2837,0.0,1.0,0.0026455026455026454,3.057603161055839,5.31417600951527,7.241103361524029,-1.4426951595367387e-09,143.0,0.3783068783068783,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0026455026455026454,0.0026455026455026454,0.0026455026455026454,0.0026455026455026454,0.0026455026455026454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5026455026455027,5.937536205082426,4.189654742026425,4.983606621708336,5.556828061699537,31.96660761899478,29.18716860430841,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
10c1e1164e3f8298df9a35c891f67babiycsr,2882db1cbde5fa20a7b36ef2d4a41112e5phf,7c7bd48ff1b62f0658aae66fedd0e6d836mmv,0.0,10.0,9.0,6.0,5.0,10.0,5.0,1.0,1.1111111111111112,1.0,0.5,0.6,9066947368421.0,9764373805263156.0,3099474113698.1934,906694736842.0,808983963453.0825,0.0,1.0,0.1,1.960964040230206,2.321928086231192,1.960964040230206,-1.4426951595367387e-09,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.3978952727983707,2.302585092994046,2.3978952727983707,1.791759469228055,29.835656759835572,28.762253572286834,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
7b5bd948eb1d8075be58ec9240927bb59ugz3,a3d2de7675556553a5f08e4c88d2c228xi6cp,e048f5d50823df461686fde13a25d287lpulu,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.5,5199684210527.0,9639179157894736.0,3676731965292.9688,2599842105264.0,3676731965292.9688,0.0,1.0,0.5,-1.4426951595367387e-09,-1.4426951595367387e-09,-1.4426951595367387e-09,-1.4426951595367387e-09,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,29.27961901092725,28.93304542064755,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
570910327f5584ea1ccba92634d89832lo1zc,a3d2de7675556553a5f08e4c88d2c228niuov,a3d2de7675556553a5f08e4c88d2c228fe9bt,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,9705251789473684.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.4426951595367387e-09,-1.4426951595367387e-09,-1.4426951595367387e-09,-1.4426951595367387e-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
300bb4c9816a7064b106c9c6cec2f51ei13n5,a3d2de7675556553a5f08e4c88d2c228yu3xw,9f9814eb0ca21815293286844b7311e551n2t,0.0,10.0,6.0,3.0,1.0,7.0,5.0,1.0,1.6666666666666667,0.7,0.1,0.3,9407842105263.0,9764840352631578.0,3986843467087.384,940784210526.2,1201857977210.4062,0.0,1.0,0.1,-1.4426951595367387e-09,1.2954618399102367,2.1219280876738873,-1.4426951595367387e-09,7.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.3978952727983707,1.9459101490553132,2.0794415416798357,1.791759469228055,29.872564723915072,29.014020922731454,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
340bc29eeeb9b9d04eb1fb72a1a9a2444brgk,a3d2de7675556553a5f08e4c88d2c2286mh58,e0d870a8c6513b80acc35b95b12a53d4no7tw,0.0,48.0,11.0,30.0,12.0,45.0,9.0,1.0,4.363636363636363,0.9375,0.25,0.625,13433263157894.0,9765920066885964.0,4050755287487.942,279859649122.75,332608201570.7973,0.0,1.0,0.020833333333333332,2.001629150075483,4.38132834263161,1.904552370598918,-1.4426951595367387e-09,45.0,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.75,3.8918202981106265,2.4849066497880004,3.828641396489095,2.302585092994046,30.22875507222139,29.02992447039777,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
e03311c7620a8098b7a177a5f1ad213ernao3,4b6d0cc916db56c57616bfb69d1fb1fdrkm59,7862c3457fd5750ef958570cb0a3fe36f9rq3,0.0,46.0,19.0,20.0,2.0,27.0,18.0,1.0,2.4210526315789473,0.5869565217391305,0.043478260869565216,0.43478260869565216,76793263157895.0,9683376953089244.0,32330049084389.355,1669418764302.0435,7599323079976.578,0.0,1.0,0.021739130434782608,0.15109696763172367,3.875943450207007,3.154533989612013,-1.4426951595367387e-09,27.0,0.5869565217391305,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.8501476017100584,2.995732273553991,3.332204510175204,2.9444389791664403,31.972138032936382,31.107018225895185,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
1e1c9332e90c1cb0f01da223bc043c528cvwo,265e5c1a73630867af7f38531b937605b51fc,3745707c137950f95bcba0a192923915eni6c,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,453894736842.0,9767513894736842.0,320952046367.2759,226947368422.0,320952046367.2759,0.0,1.0,0.5,-1.4426951595367387e-09,0.99999999711461,-1.4426951595367387e-09,-1.4426951595367387e-09,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.6931471805599453,26.84113115093072,26.494557560656066,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
a0660fe8a46b9cb6b02e7b0c50eef6a905vt6,0e3b36cad5d1bd049eb5bf07d08957e06y8av,5b31302740f80fe455bc6e87dabe1c68lc740,1.0,1280.0,183.0,246.0,46.0,977.0,807.0,1.0,6.994535519125683,0.76328125,0.0359375,0.1921875,77266842105263.0,9677952862253290.0,30261070896891.227,60364720394.73594,1398812158309.4458,0.0,6.0,0.0046875,1.8049490939597586,6.69569827850784,8.356641273342923,-1.4426951595367387e-09,971.0,0.75859375,2.0,1.003921568627451,2.0,1.003921568627451,2.0,1.003921568627451,2.0,1.003921568627451,2.0,1.003921568627451,0.0015625,0.0015625,0.0015625,0.0015625,0.0015625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.85859375,7.155396301896734,5.214935757608986,6.885509670034818,6.694562058521095,31.978286028723442,31.040883213513585,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098
5bbc8f66464ec2d962b0360d1d74bf67imj47,a3d2de7675556553a5f08e4c88d2c228nxi1v,a3d2de7675556553a5f08e4c88d2c228kukux,0.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,10164473684210.0,9765236894736842.0,5531914952236.458,3388157894736.6665,4788378180379.395,0.0,1.0,0.3333333333333333,1.584962496393071,-1.4426951595367387e-09,-1.4426951595367387e-09,-1.4426951595367387e-09,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3862943611198906,1.3862943611198906,1.3862943611198906,0.6931471805599453,29.949919784414163,29.34155515583079,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
27cc072f1432f7aec4b7e17cf2e473f2x3bjg,170d0f1e1ec69cc1c8f1610a2a30c379q2iwo,04fb98fa5fe8f570cc48c6b366be74056cqv6,0.0,416.0,51.0,35.0,10.0,65.0,36.0,1.0,8.156862745098039,0.15625,0.02403846153846154,0.08413461538461539,13256947368421.0,9765773268977732.0,3931768719808.0527,31867661943.322117,114236502862.85353,0.0,1.0,0.002403846153846154,0.9550334295913118,1.479209096108458,1.397331042348496,-1.4426951595367387e-09,65.0,0.15625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002403846153846154,0.002403846153846154,0.002403846153846154,0.002403846153846154,0.002403846153846154,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.13942307692307693,6.0330862217988015,3.9512437185814275,4.189654742026425,3.6109179126442243,30.215542860640223,29.00011049649598,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
9ca41c3c062146a06d2682835f5136807yao2,d844051d95c0578831f20ced751c39ecms8m0,e1017f872dfa50dd796037921b6e5598ga2eb,0.0,11.0,10.0,10.0,4.0,11.0,9.0,1.0,1.1,1.0,0.36363636363636365,0.9090909090909091,11710684210526.0,9765747330143540.0,3636752525905.579,1064607655502.1818,873851774471.1168,0.0,1.0,0.09090909090909091,1.4911148442844055,3.2776134223921645,3.095795242016678,-1.4426951595367387e-09,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7272727272727273,2.4849066497880004,2.3978952727983707,2.4849066497880004,2.302585092994046,30.091522721423633,28.922112236150255,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
ea6c07fbbfc3f0e549701b1e7b90c4d21zfjl,48585e1cb17d7c2c17575dabb26dfae9jyu2w,a3d2de7675556553a5f08e4c88d2c2285kuuw,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,9763922736842104.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.4426951595367387e-09,-1.4426951595367387e-09,-1.4426951595367387e-09,-1.4426951595367387e-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
72994bece8c918a2c4c432b98780a7bdsctwr,580f29f49128f457d8a60b2c75a0a0bdbe3pl,b5b60d719a8b517f73ae0fe788682f81ehn9n,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,65816684210526.0,9674304710526316.0,46539423720475.8,32908342105263.0,46539423720476.51,0.0,1.0,0.5,-1.4426951595367387e-09,0.99999999711461,-1.4426951595367387e-09,-1.4426951595367387e-09,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.6931471805599453,31.817894481549562,31.47132089126958,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
01eb9dcbd0b3e79d94020d13d83a993ec9d2a,a3d2de7675556553a5f08e4c88d2c228x4b9d,c76d416cc847dfcbc9755f743e15dc5a4ms5q,0.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,1.5,1.0,0.6666666666666666,1.0,5712631578947.0,9764734035087718.0,2857895840037.866,1904210526316.0,1657286796639.8909,0.0,1.0,0.3333333333333333,0.9182958311690995,1.584962496393071,0.9182958311690995,-1.4426951595367387e-09,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,1.3862943611198906,1.0986122886681098,1.3862943611198906,1.0986122886681098,29.373700905397477,28.681106749719206,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
c9056fc0cade75299ed4438567a87d6ek44pt,a3d2de7675556553a5f08e4c88d2c22857a4j,4eded9193508af3fe3ad0922f40394a9r38sb,0.0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,1.3333333333333333,1.0,0.75,0.75,58973210526316.0,9667476894736842.0,32736618264958.9,14743302631579.0,26419916356057.293,0.0,1.0,0.25,1.4999999956719148,1.4999999956719148,-1.4426951595367387e-09,-1.4426951595367387e-09,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,1.6094379124341003,1.3862943611198906,1.6094379124341003,0.6931471805599453,31.708104397842337,31.119515391912376,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
0b450f2827ec670da34be66ec2a520213xcuk,a3d2de7675556553a5f08e4c88d2c228ilw55,9a198b706608b731429b7803109aa15fcsiee,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,0.5,2829842105263.0,9706618447368420.0,2001000542319.3901,1414921052632.0,2001000542319.3901,0.0,1.0,0.5,-1.4426951595367387e-09,-1.4426951595367387e-09,-1.4426951595367387e-09,-1.4426951595367387e-09,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0986122886681098,0.6931471805599453,1.0986122886681098,0.6931471805599453,28.671242032834265,28.324668442554792,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
cffb5f3c1f4ca815d0f643fcb2f2f316beod4,06602d61e71d281961c94a143471a38ei23rd,a3d2de7675556553a5f08e4c88d2c228o21d6,0.0,51421.0,1301.0,1040.0,48.0,24901.0,14907.0,1.0,39.524212144504226,0.48425740456233834,0.0009334707609731433,0.020225199821084772,13641736842105.0,9765490203870218.0,3998340300181.9146,265295051.47904554,314888067.64638156,0.0,5902.0,0.11477800898465608,3.3841853553199694,7.0945572630293166,8.717356154468451,-1.4426951595367387e-09,20677.0,0.40211197759670175,5.0,1.12963532513181,5.0,1.12963532513181,5.0,1.12963532513181,5.0,1.12963532513181,5.0,1.12963532513181,9.723653760136909e-05,9.723653760136909e-05,9.723653760136909e-05,9.723653760136909e-05,9.723653760136909e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3390249120009335,10.847821375434926,7.171656822768514,10.122703400512357,9.60965326059915,30.24415509470277,29.01690046598899,1.791759469228055,1.791759469228055,1.791759469228055,1.791759469228055,1.791759469228055
bd0f0c497ef09b5c1bb18b330d932bffktn3i,a3d2de7675556553a5f08e4c88d2c228d397q,a24b32da95ea7ca00be96d769cc289c2l2qz9,0.0,13.0,2.0,1.0,2.0,2.0,1.0,1.0,6.5,0.15384615384615385,0.15384615384615385,0.07692307692307693,149473684211.0,9697300226720648.0,36650708257.19883,11497975708.461538,29126611054.828022,0.0,1.0,0.07692307692307693,0.3912435607438656,-1.4426951595367387e-09,-1.4426951595367387e-09,-1.4426951595367387e-09,2.0,0.15384615384615385,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6390573296152584,1.0986122886681098,1.0986122886681098,0.6931471805599453,25.730386188945083,24.324698590009096,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
74f153bd134afc92866a6bc5cceb2088120y0,a3d2de7675556553a5f08e4c88d2c228fd0s8,796f3dd849480319c21677833dc1a6c87c6p1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74866aaa89db79f25dc0fae8be067b83xlbm6,a3d2de7675556553a5f08e4c88d2c228ww56s,a3d2de7675556553a5f08e4c88d2c228v0mbb,0.0,12.0,10.0,9.0,2.0,11.0,8.0,1.0,1.2,0.9166666666666666,0.16666666666666666,0.75,74961000000000.0,9692040587719298.0,26015847422415.25,6246750000000.0,16127770562171.291,0.0,1.0,0.08333333333333333,0.41381684741824376,3.0220551958899455,2.617492449643195,-1.4426951595367387e-09,11.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5649493574615367,2.3978952727983707,2.4849066497880004,2.1972245773362196,31.947989094217984,30.889726984517228,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
44c75302aa4404e23781f8337cddf6ed5tqun,a3d2de7675556553a5f08e4c88d2c228sbwl2,a3d2de7675556553a5f08e4c88d2c228q87f5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,9770702210526316.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.4426951595367387e-09,-1.4426951595367387e-09,-1.4426951595367387e-09,-1.4426951595367387e-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
6a5457f1038c6e1cf9feb57529ce07b2sff4d,d6a45894acd88fe5a0d6b61ded8f687cb8uaa,712e93b388bc47221665cef9735025e2f0ncu,0.0,8.0,6.0,4.0,2.0,5.0,2.0,1.0,1.3333333333333333,0.625,0.25,0.5,7582736842105.0,9636740263157894.0,3250914014118.2437,947842105263.25,1396435553417.5156,0.0,1.0,0.125,0.8112781215737428,1.9056390564587862,0.99999999711461,-1.4426951595367387e-09,5.0,0.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,0.125,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.1972245773362196,1.9459101490553132,1.791759469228055,1.0986122886681098,29.656895311379856,28.809957307844627,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
3733f7ea492eef1f69f98593d2122c50xwcha,a3d2de7675556553a5f08e4c88d2c228d0u05,a3d2de7675556553a5f08e4c88d2c228dp2dn,0.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,6259736842106.0,9642041026315788.0,4426302369497.124,3129868421053.0,4426302369496.417,0.0,1.0,0.5,-1.4426951595367387e-09,0.99999999711461,0.99999999711461,-1.4426951595367387e-09,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,29.465159262154856,29.11858567187511,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
c755d2832026bc2a6f5d2d6df5740f06mr3nj,05cb55ed79a2808d456e5b3f7a0518fdtq5zv,7c678e357dfd74f2ee9252688467c8e48nfse,0.0,15.0,9.0,11.0,2.0,11.0,4.0,1.0,1.6666666666666667,0.7333333333333333,0.13333333333333333,0.7333333333333333,11975578947368.0,9767069343859648.0,3507473489243.2593,798371929824.5333,846512794203.5869,0.0,1.0,0.06666666666666667,0.3533593321360313,3.3232314129279756,1.5546097554947864,-1.4426951595367387e-09,11.0,0.7333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.772588722239781,2.302585092994046,2.4849066497880004,1.6094379124341003,30.1138906043925,28.885917090589192,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
7f4e84da8ed11f4ea3a2d276f49949b7o31us,5f05422ae243e3533155849f4c6df170e5dvx,b42c80c1c2fb90c79255c471efa3ae50be7eh,0.0,13.0,10.0,6.0,3.0,12.0,2.0,1.0,1.3,0.9230769230769231,0.23076923076923078,0.46153846153846156,75455210526316.0,9663786016194332.0,34200344674677.12,5804246963562.77,14867598668568.559,0.0,1.0,0.07692307692307693,0.9912642562073437,2.0349409053000582,0.3912435607438656,-1.4426951595367387e-09,12.0,0.9230769230769231,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7692307692307693,2.6390573296152584,2.3978952727983707,2.5649493574615367,1.0986122886681098,31.954560358086177,31.163256838153284,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
22401c4dc0cb1e5d52da01ebb8b2839cdoauo,879cbc6f6e7dc70ca526d5e9726a253bew558,18efe9aa2a264f71020ed46242cab51346zcs,0.0,86.0,35.0,32.0,8.0,66.0,7.0,1.0,2.4571428571428573,0.7674418604651163,0.09302325581395349,0.37209302325581395,77174473684210.0,9674466714198286.0,32070474252144.0,897377600979.2094,5460052555035.056,0.0,1.0,0.011627906976744186,1.1949326562505338,3.8024421446783636,1.3967675819888614,-1.4426951595367387e-09,66.0,0.7674418604651163,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.011627906976744186,0.011627906976744186,0.011627906976744186,0.011627906976744186,0.011627906976744186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8372093023255814,4.465908118654584,3.58351893845611,4.204692619390966,2.0794415416798357,31.97708986652301,31.098956917554982,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
2d82c3dc726d2bfa19c5f16ec3de5023lbse1,ace33a223a3ff9cd70268012578e07b35gye3,a3d2de7675556553a5f08e4c88d2c228m3gp1,0.0,7.0,6.0,7.0,5.0,6.0,6.0,1.0,1.1666666666666667,0.8571428571428571,0.7142857142857143,1.0,9265315789474.0,9763398180451126.0,3089545968827.8604,1323616541353.7144,1366134786390.3606,0.0,1.0,0.14285714285714285,2.2359263434155574,2.8073549119587384,2.521640627687148,-1.4426951595367387e-09,6.0,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5714285714285714,2.0794415416798357,1.9459101490553132,1.9459101490553132,1.9459101490553132,29.85729905921616,28.75904526038801,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
